content,score,country,clean_review
Very Bad,1,us,bad
It sucks,1,us,suck
You don't even know who brought you here!,1,us,dont even know brought
Uninistalled and Done. አድሎ አድራጊዎች። ነውረኛ።,1,us,uninistalled done
"Worst app ever, don't use this app .....still it didn't confirm my number while using this app.",1,us,worst app ever dont use app still didnt confirm number using app
download endataregut,1,us,download endataregut
ይህ ኩባንያ በኢትዮጵያ አንደኛ የኦርቶዶክስ ጠላት ነው። our Orthodox Brothers and sisters delete this app right now on your phone.,1,us,orthodox brother sister delete app right phone
poor service,1,us,poor service
Worst app ever. Pitiful excuse made for thieves!!!!,1,us,worst app ever pitiful excuse made thief
The company is very rubbish. They stopped there service when ortodox people's need to use the service. I will never use it in my life and I will tell for my family and friends to stop to use it.,1,us,company rubbish stopped service ortodox people need use service never use life tell family friend stop use
Trash app,1,us,trash app
Genocide ❌❌❌ Use less,1,us,genocide use less
they know what they did,1,us,know
The end is near,1,us,end near
"Very dangerous , prone to robery and harassment...I wouldn't recommend",1,us,dangerous prone robery harassmenti wouldnt recommend
Ethiopian orthodox enemy #1,1,us,ethiopian orthodox enemy
ሁላችሁም ይህን ፀረ ኦርቶዶክስ የሆነ ድርጅት ባለመጠቀም እንተባበር,1,us,
This company support extremist don't install this app,1,us,company support extremist dont install app
Courteous driver 5*,5,us,courteous driver
the vehicle was very poor condition,1,us,vehicle poor condition
one of the best,5,us,one best
Excellent service.,5,us,excellent service
nice,4,us,nice
many tym good but not good condition in vichle,5,us,many tym good good condition vichle
pleasant driver,5,us,pleasant driver
"This company is terrible, I have used it in addis ababa and at least 2 times they have asked me a money that wasnt generated by the system. System says amount to pay when your trip ends and they have asked double of that. The drivers has insulted me those 2 occasions and office called me and told me to pay the amount the driver is demanding. They have many nice drivers though.",1,us,company terrible used addis ababa least time asked money wasnt generated system system say amount pay trip end asked double driver insulted occasion office called told pay amount driver demanding many nice driver though
perfect driving skills and professional driver,5,us,perfect driving skill professional driver
The drivers are the ones rating themselves and they always of course give themselves 5 stars🤨,2,us,driver one rating always course give star
good service,5,us,good service
Great service,5,us,great service
Good,5,us,good
👍,1,us,
Pest,5,us,pest
🕌🕌⛪🕋🕋⏰,3,us,
በጣም ጥሩ,5,us,
its good and helpful and easy that you can use even if you are not Ethiopian you can use it and its like Uber and Dhaweeye,5,us,good helpful easy use even ethiopian use like uber dhaweeye
cool app cool service,5,us,cool app cool service
Cool but on the 3rd picture it is talking about time and you sayd where????? You wer supost to say when,2,us,cool rd picture talking time sayd wer supost say
Good job.,4,us,good job
"a nice app, working great",5,us,nice app working great
Please teach the driver's to read Google map,5,us,please teach driver read google map
professional driver,5,us,professional driver
Kasim Shamil,1,us,kasim shamil
"Verification wouldn't send a text to my local number for verifying. When using on other people's phone the drivers can't read the map to know where you are, they call you to find out where you are and then sometimes refuse to come because you're too far away, or take a long time when someone else closer could have come! Unfortunately looks like the best available. Please train drivers to pin point where you are before accepting jobs, calls to confirm appearance etc... is fine obviously.",3,us,verification wouldnt send text local number verifying using people phone driver cant read map know call find sometimes refuse come youre far away take long time someone else closer could come unfortunately look like best available please train driver pin point accepting job call confirm appearance etc fine obviously
nice,5,us,nice
my first ride and am very impressed by how fast and safe i arrived at my destination. better than my first ride share service in the USA. good job keep on improving your service 👍,5,us,first ride impressed fast safe arrived destination better first ride share service usa good job keep improving service
it is useful app 👍,5,us,useful app
amazing way to get a ride,5,us,amazing way get ride
"The app is great but , I just tried to register with my safaricom Number and it doesn't work",3,us,app great tried register safaricom number doesnt work
"This is the worst taxi app ever, and nothing like Uber or Grab is SE Asia. It is similar to Uber, but the practice is much worse. The app knows exactly where you are but drivers always call to ask your location. They have never supplied a registered taxi. The taxis are nearly always in bad condition. I believe that Uber is superior because it serves the needs of drivers & customers equally. Uber doesn't charge for timely cancellations. Charging for no shows is reasonable and protects drivers.",1,us,worst taxi app ever nothing like uber grab se asia similar uber practice much worse app know exactly driver always call ask location never supplied registered taxi taxi nearly always bad condition believe uber superior serf need driver customer equally uber doesnt charge timely cancellation charging show reasonable protects driver
Good,5,us,good
Construction,5,us,construction
No recipt was provided,2,us,recipt provided
perfect and very good dfiver,5,us,perfect good dfiver
It is best Eshi,3,us,best eshi
Excellent,5,us,excellent
Very good app,5,us,good app
